ID	Symbol	adj.P.Val	logFC	P.Value
ILMN_1797295	PASD1	0.0284855657413536	0.74732976885965	0.00717060144525682
ILMN_2183216	TTRAP	0.0286209819983701	-0.269627172149114	0.00721345783149853
ILMN_1814985	PDLIM7	0.0287799322107779	0.522273373903513	0.00727311218752137
ILMN_1743933	TSHZ3	0.0287829932514362	0.482002109649128	0.00727486553739027
ILMN_1671314	UXT	0.0288163684350796	-0.175457339912274	0.00728526290524342
ILMN_1683905	C19orf21	0.0288166340056275	0.21916445570176	0.0072863109709569
ILMN_1761486	C13orf34	0.0289527921547845	-0.302268193201751	0.00732862315631199
ILMN_1711557	OR7A10	0.0289850267882674	0.170498878728074	0.00733974246103826
ILMN_1763398	CLEC17A	0.029016844069746	0.250856128728071	0.0073527381031143
ILMN_1688666	HIST1H2BH	0.0290545435365082	-0.197992088596488	0.00736525804937115
ILMN_2091792	ENTPD6	0.0290796407736501	-0.217652748903502	0.0073735013986785
ILMN_1784661	TMEM2	0.0290980668714504	0.445515385964919	0.00738124363706466
ILMN_3247405	CXADRP2	0.0291115749701134	0.700833918859654	0.00738566117208207
ILMN_3246353	SNORD65	0.0294130196169615	0.303583819078955	0.00748016031447456
ILMN_2248112	TBX1	0.0294597486721531	0.219443451754394	0.00750006672972165
ILMN_1778956	STS	0.0295843018282072	-0.375887685307015	0.00753479750412384
ILMN_1724372	SIRT3	0.0296737475026161	-0.297095447587717	0.00757193647005123
ILMN_2280960	DEPDC7	0.0296737475026161	-0.407480216008766	0.00757359585744438
ILMN_1684704	LOC400891	0.0296843546293896	0.870507919956149	0.00757745771745897
ILMN_1722812	GOSR2	0.0299453717626887	-0.457154722368417	0.00765928264416691
ILMN_3242818	RNU105C	0.0302519235939008	0.436370192982457	0.00776867997387029
ILMN_2124523	METTL14	0.0303009160697615	-0.413991461622805	0.007785387020273
ILMN_1681008	CGRRF1	0.0303209824982466	-0.248221657894733	0.0077926070688553
ILMN_2188333	CD69	0.0306748691081008	0.534863755482464	0.00792428027577277
ILMN_1726410	APRT	0.0307335193690032	-0.488037265350874	0.00794361618166732
ILMN_1652729	ANK2	0.030795595137163	0.5168662883772	0.00796595048668351
ILMN_1775520	CCDC113	0.0309854498032477	-0.273437978728065	0.00802666279751897
ILMN_1716259	PROK1	0.0311882803380277	0.548634155701759	0.0080957914265528
ILMN_2121068	ADAM17	0.0312089222544965	0.279053942982459	0.00810261258927204
ILMN_3248556	C15orf62	0.0312674058012232	0.366325615131579	0.00812098942245066
ILMN_1751598	SESN2	0.031303684074154	-0.345704967105263	0.00813864617663072
ILMN_3242008	DEM1	0.0313777636571889	0.531101758771936	0.00816246961460453
ILMN_1776119	ABCC10	0.031631371308808	-0.234630985745611	0.00824684636767742
ILMN_1701468	HGFAC	0.0318976151403082	0.286024825657902	0.00832918969742669
ILMN_1783798	GAS8	0.0320880635756967	0.417093404605268	0.00839311980514191
ILMN_1794597	ZNF167	0.0321850451721577	-0.30646921600877	0.00843382502417776
ILMN_3248263	CCDC93	0.0322026112567626	-0.471924794956134	0.00844281280932653
ILMN_1800935	ARV1	0.0322278239290438	-0.320199958333328	0.00845490822824456
ILMN_1710243	OR1F1	0.032354375561022	0.417262344298249	0.00849715187264653
ILMN_1728338	LOC400499	0.0326372843667551	0.274447631359653	0.00858899293458773
ILMN_1754145	CAPRIN1	0.032806120565841	-0.5925589868421	0.00865921608254051
ILMN_1743367	FZD4	0.0328532643083789	-0.338390786184204	0.00867797474173469
ILMN_1749751	KLHL17	0.0329103085642361	-0.275530341885961	0.00870005297715414
ILMN_1799672	CROCC	0.0329564249335571	-0.2539801118421	0.00871673151559854
ILMN_1763875	ABCF1	0.0332377524040874	0.125534733552634	0.00880811187207068
ILMN_3308010	MIR770	0.0332824447124267	-0.276542247807013	0.00882222136282351
ILMN_1708632	ZNF771	0.03328314352316	0.566322296052634	0.0088235395635487
ILMN_2262930	MAPK8IP2	0.0333214744060196	0.443861323903514	0.00883596982751448
ILMN_2168564	KLHL14	0.0334799040949368	-0.280191184210524	0.00890191411258983
ILMN_2170625	LOC389286	0.0335023459312248	0.349966802631592	0.00891358327257558
ILMN_1656837	RBP1	0.033554864644904	-0.246924171052626	0.00893783626123748
ILMN_2354140	NAT5	0.0335664362091607	-0.110363810307009	0.00894548895671849
ILMN_1739275	HTR3C	0.0337505277703153	0.762525588815787	0.00901982481277003
ILMN_2204664	NBPF14	0.0337601131357162	0.262155256578952	0.00902353570281662
ILMN_1702723	STK24	0.0338486806703942	0.165895777631583	0.00905495885324808
ILMN_1809652	UBE2E3	0.0341743292306781	-0.355863419736838	0.0091714746793296
ILMN_1706783	TAGLN	0.0343162103594457	0.314581638596497	0.00922213208360835
ILMN_1661945	C14orf156	0.0343575648457478	-0.160488362938592	0.00924521054245281
ILMN_2113333	LGALS9B	0.0344986994438184	-0.389815353947363	0.00929610596035221
ILMN_2206151	NEDD1	0.0346200150989601	-0.450935182017538	0.00933687774938529
ILMN_1693210	NSMCE2	0.0348837075753902	-0.289922662280697	0.0094259751075143
ILMN_1760288	CABP2	0.034932383696762	0.661714667763162	0.00944357188476379
ILMN_1762582	ARNT	0.0352088044611015	-0.375413403508768	0.00955337101676278
ILMN_3247587	SLC48A1	0.0352406073000555	-0.334155296052629	0.00956799822395897
ILMN_1736965	SIGIRR	0.0352973092481007	-0.389712279605261	0.00958699766792373
ILMN_3242144	SNORD97	0.035361780281207	0.545714566885971	0.00961293451767434
ILMN_2376980	FSD1	0.0354094587136258	0.335957202412278	0.00963312775434173
ILMN_3236259	PPIAL4A	0.0354656772559202	-0.295969861842103	0.00964962924419002
ILMN_2357770	TCEA1	0.035559506932633	-0.160133804824552	0.00968309654612509
ILMN_1655316	PSMC6	0.0356273821053228	-0.169272450657893	0.00970454136252145
ILMN_1764959	FAM154A	0.0356854615984208	0.365882912500005	0.00973294033050816
ILMN_1678054	TRIM21	0.0358392899105318	-0.248902571271923	0.00979032241318099
ILMN_1689211	AAK1	0.0359384202373929	0.550056505482463	0.00983010994657673
ILMN_3246401	AIF1L	0.036056462194926	0.469230592105266	0.00988041289446861
ILMN_1695902	ZFP1	0.0360805988133851	-0.48916080197368	0.00989554361028844
ILMN_3309669	MIR544	0.0361082727453889	0.401826775219302	0.00991665399835918
ILMN_1782222	KIAA1033	0.0362756632879628	-0.25069322258771	0.00997942742358459
ILMN_3245006	C12orf68	0.0366092687522925	0.282323347587724	0.0100916314925304
ILMN_1655330	SPAG11B	0.0366123596524418	0.655904919956146	0.0100937298166976
ILMN_1675406	PPAPDC1B	0.0366271841835235	-0.326942598684205	0.010101557213293
ILMN_1715401	MT1G	0.0367351359213803	0.104624709429826	0.0101463353258018
ILMN_1730995	AFAP1L2	0.0367490277956624	0.431685392543868	0.0101514232413725
ILMN_1761442	WDR24	0.037612684743794	-0.354541762061398	0.0104616961242312
ILMN_1682487	GPR133	0.0376761752443802	-0.232300348684208	0.01048192055936
ILMN_1655625	GPATCH1	0.0377240511040817	-0.407815871710522	0.0104978084139248
ILMN_2171023	LGI1	0.0377800926275205	-0.594064562499998	0.0105159756753663
ILMN_1681855	TBC1D25	0.0382688895754605	0.194194573464914	0.0107145595792001
ILMN_1781943	FAM83D	0.038312047043874	-0.446555732456133	0.0107318594520897
ILMN_1727001	DDX46	0.0384745692291721	0.394484245614038	0.0107957202626567
ILMN_1759987	HS6ST1	0.038519097925772	-0.409096313596489	0.0108160819276881
ILMN_2155228	CRLF3	0.0389665189106024	-0.272171071271927	0.0109669189622106
ILMN_1807969	SNCAIP	0.039052471418496	0.528436054824567	0.0109950979032025
ILMN_1680339	PDGFRL	0.0391381875425496	0.501630817982461	0.0110232278220055
ILMN_1664994	MINPP1	0.0392455807089533	-0.307292381578943	0.0110695061359018
ILMN_1697628	ADARB1	0.0396787502725632	-0.356714262061397	0.0112281530113973
ILMN_2394576	FBXW11	0.0397339069169167	-0.337928085526315	0.0112478186990189
ILMN_1808913	CSNK1E	0.0398641902097411	0.150635071710528	0.0112985796346685
ILMN_3245281	NPS	0.0400009181957858	0.636095896710531	0.0113636312908368
ILMN_1658074	ZCCHC13	0.0400009181957858	0.293363481140354	0.0113642530980709
ILMN_1764797	GLRA1	0.0400716622218974	0.292023272587729	0.011391171706269
ILMN_1719772	SPAG11B	0.0401227734077978	0.848508392543865	0.011420724758689
ILMN_1683887	DEFB32	0.0405394311088492	-0.46373089254385	0.0115705181263502
ILMN_1711703	C16orf70	0.040631556045869	-0.373329391447363	0.0116028908216903
ILMN_1696622	SLC38A6	0.0406568242541132	-0.389380476535086	0.0116170263399607
ILMN_1763184	RNF148	0.0407683409060443	0.224924740350877	0.01165860475718
ILMN_2366041	ITM2C	0.0408398560248222	-0.270744017543853	0.0116937484063168
ILMN_1706056	ENTPD8	0.0410265787326229	-0.436714796052627	0.0117647826110232
ILMN_1652938	PRRG3	0.041044781223865	0.227876539254389	0.0117739854775338
ILMN_1760922	GIT2	0.0411915461625569	-0.520548666666665	0.0118413250959183
ILMN_2373207	ECE2	0.0412462891659139	0.290901266885966	0.011862678189155
ILMN_1718285	HOXC8	0.0412624125510778	0.206385933771934	0.0118743382818808
ILMN_1752622	PROX1	0.041457367761599	0.184991356359653	0.0119628997690395
ILMN_2131269	PRED57	0.0416316276434889	0.242364286403511	0.0120392819481393
ILMN_1651309	DIAPH2	0.0417955968777016	-0.209626211622803	0.0121003353455034
ILMN_2090397	ISG20L2	0.0418241524022453	0.301747672149128	0.0121114499263336
ILMN_1758315	SLC9A9	0.0419379489357594	-0.28374362719298	0.0121486858917967
ILMN_1660978	OR11G2	0.0420629026418805	0.490338654605267	0.0121949055996492
ILMN_1732575	SEC14L1	0.0420786571470299	0.50283815241229	0.012200905523995
ILMN_1809199	FER1L4	0.0421774464484059	0.592236995394741	0.012240367901532
ILMN_1785297	RAB19	0.0421774464484059	0.229799952192987	0.0122410357905541
ILMN_1685043	CYP3A7	0.0422340253976579	-0.422933910087716	0.0122603318443417
ILMN_1724352	SV2C	0.0422758538074724	0.666000550438604	0.0122767916680242
ILMN_1685663	CYP24A1	0.0423037253676905	0.53812466754386	0.0122920856363348
ILMN_1795266	EMILIN3	0.042310216534211	0.385949457236849	0.0122968522575176
ILMN_1716384	ATL2	0.0423342004632915	-0.141452043859648	0.012305263905642
ILMN_2401978	STAT3	0.0423497791917767	0.372421149122813	0.0123126753608934
ILMN_3166114	ERCC-00112	0.0425626192154446	-0.123653977631576	0.0124077364127695
ILMN_2256106	NIN	0.042588663257493	-0.162723439912281	0.0124231871198874
ILMN_3237067	FAM75B	0.0426325101180686	0.79492966447369	0.0124441560539655
ILMN_1703754	CEP192	0.0426325101180686	-0.156277213815786	0.0124456686105646
ILMN_1674650	C9orf95	0.0429796090538551	-0.383837997807012	0.0125660163448807
ILMN_2187071	C1orf201	0.0429978359312513	-0.194497570614033	0.0125728090223457
ILMN_1788135	APITD1	0.0430946362140686	-0.405111687499993	0.0126070522274652
ILMN_3247088	TMEM151B	0.0432133465125606	0.221980682236843	0.0126503756471197
ILMN_1691884	STC2	0.0432921123618284	0.643047146929831	0.0126839095584388
ILMN_1681724	FPGS	0.0433405384499101	-0.362619296052626	0.0127069495751464
ILMN_3310491	MIR1978	0.043348975131468	-0.230261885964907	0.0127108987228943
ILMN_1806825	C14orf145	0.0434926968587351	-0.239619551535085	0.0127663656946888
ILMN_1807689	PKNOX2	0.0437879020604057	0.363881471491233	0.0128813374274441
ILMN_1652309	TTC8	0.0440256613280575	-0.386334025438593	0.012978256020049
ILMN_1725534	ACTN4	0.0440272246747219	0.181103631578953	0.0129802155736721
ILMN_1665562	PLIN	0.0440704478047084	-0.729653211622807	0.0130019597346022
ILMN_2057573	FAM62B	0.0444068845469745	0.144875930921071	0.0131297478499459
ILMN_1798624	MOCS1	0.0448129995161576	0.239832059210531	0.0132820501340227
ILMN_1770344	INE1	0.0448589333663004	0.138107371710531	0.0133002454171793
ILMN_1667443	LOC402110	0.0450260844870486	0.844725115131581	0.0133743273048298
ILMN_1814917	TLE2	0.0453736666740071	0.436605721491233	0.0135123962401292
ILMN_1786357	CENTD2	0.0459271994334922	-0.300221124999993	0.0137583331672924
ILMN_2406892	C19orf2	0.0459494708550279	-0.132130598684201	0.0137674794044986
ILMN_1742197	PIKFYVE	0.0459766136719811	0.433189928728074	0.0137834372675609
ILMN_1775646	L3MBTL4	0.0461026141877153	0.319493496710528	0.013834129605167
ILMN_1788283	COTL1	0.0461334782492153	-0.368135116228069	0.0138477384076516
ILMN_1663963	DAG1	0.0461347591658262	-0.272292943859645	0.0138496933343575
ILMN_3248078	FAM27A	0.0462796549805341	0.420194278508777	0.0138994926606955
ILMN_3309879	MIR595	0.0462846517504474	0.483557272807024	0.0139041444564693
ILMN_1651652	RTN3	0.046579393244759	0.506811182017548	0.014022343407933
ILMN_1730977	SLC44A4	0.0466307428067138	0.216782001535091	0.0140446203612964
ILMN_2239774	FAM83A	0.0466630463262506	0.426688155701758	0.0140559382149638
ILMN_3255061	CYTSB	0.0473433950843967	0.458798910087726	0.0143092216684603
ILMN_2355776	GIT2	0.0475584405503858	-0.545885314692979	0.014409833520747
ILMN_1753582	RPA2	0.0478200559802912	-0.204687619517538	0.014507006804519
ILMN_1656415	CDKN2C	0.0479029632376863	-0.468478364035082	0.0145452031208143
ILMN_3235593	ZNF841	0.0479500623268313	0.406118054824564	0.014564614449455
ILMN_1662322	ANXA7	0.0480703272734702	0.287858899122813	0.0146217361358058
ILMN_1652137	PPYR1	0.0481290286091953	0.661903691885968	0.0146482501547066
ILMN_2366587	SPDYA	0.0483275868402582	0.239818667763164	0.0147350034151953
ILMN_1659851	LOC389832	0.0483916569013587	0.980111778508782	0.0147578328004654
ILMN_1740146	GPR83	0.0487922454748055	0.357426233552633	0.0149314867691902
ILMN_1661022	FAM26A	0.0488389561915389	0.302997088377193	0.0149590811795441
ILMN_3243333	GAGE12J	0.0488949871860294	1.10845445833334	0.0149845651235941
ILMN_1693717	RPH3AL	0.0490252019048344	0.380814916666669	0.0150376705253314
ILMN_1803728	SLC35E4	0.0490617391638799	0.626710312500006	0.0150540394466151
ILMN_2337955	ZMAT5	0.049109458350355	-0.363832604166669	0.0150820551192056
ILMN_1660579	CRLF3	0.0492098834679783	-0.235194984649112	0.0151179221261022
ILMN_1703593	BAIAP2L1	0.0497270650407432	-0.478057917763154	0.015322579566948
ILMN_1746164	SCD5	0.0502548861618571	0.69603094298246	0.0155296271429124
ILMN_1803825	CXCL12	0.0502697854092921	-0.297614591008768	0.0155393648535174
ILMN_1738010	CTNS	0.050339498435519	-0.214715478728071	0.0155729094795928
ILMN_2336186	LCMT1	0.0503994674317398	-0.294985675438586	0.0156017550064418
ILMN_1777031	PKLR	0.0504845139191064	-0.236233145833328	0.0156409838725763
ILMN_1695475	SEMA3C	0.0505217259930486	0.485515427631585	0.0156567257349885
ILMN_1670093	HIST2H2BF	0.0505217259930486	0.630436139254391	0.0156636783995877
ILMN_2068202	MEF2B	0.0505992028488857	-0.236774640131575	0.015704923292921
ILMN_1762316	CPSF3L	0.0506204885272233	-0.300233931140349	0.015720145584432
ILMN_1760493	LIMS2	0.0506381332866505	-0.42715123574561	0.0157290726160154
ILMN_1741430	MAGEA10	0.0506838119352055	0.836486008771933	0.0157553382099022
ILMN_1771084	ACSM3	0.050713516922474	-0.241546544956131	0.01576802476665
ILMN_1757754	SUDS3	0.0508261168571512	-0.356356655701752	0.0158134155316868
ILMN_1658675	CDH23	0.0508775076197403	-0.275812705043853	0.0158406056546883
ILMN_2206009	FCAMR	0.0508775076197403	-0.786675418859646	0.0158415278005843
ILMN_1813400	CBR4	0.0510131771825266	-0.135417349780701	0.0158959261983473
ILMN_1761131	PECI	0.0510806466347574	-0.123299830043859	0.0159256439571005
ILMN_1757388	OCEL1	0.0512993613142213	-0.189018048245611	0.0160235197405894
ILMN_1728301	GAD2	0.0514568723894349	0.985113596491233	0.016083228453545
ILMN_1747655	CCDC74B	0.0519437610014425	0.657988299342113	0.0162770882474915
ILMN_2376455	CSF2RA	0.0519723306538234	0.308339594298246	0.016293874981166
ILMN_2187830	CCNH	0.0520557817493161	0.257384884868426	0.0163306697280763
ILMN_2090641	FAM110C	0.0526371672786314	0.400162635964918	0.0165865220239742
ILMN_1725910	CNTFR	0.0526787691080211	-0.514136078947367	0.0166050107887216
ILMN_1774930	CDC14A	0.052751251903341	-0.304371310307014	0.0166404279330177
ILMN_1782389	LAD1	0.0527915210426737	-0.26534047039473	0.0166573801126287
ILMN_1691606	LYG2	0.0528806568174605	0.649221472587721	0.0166992495249883
ILMN_1714271	FAM19A3	0.053183606561913	0.470349684649127	0.0168353001829331
ILMN_1696683	THRB	0.0531921787642658	-0.415597331140347	0.0168410816178111
ILMN_3308370	MIR30B	0.053314896281564	0.40470687280702	0.0168990058388457
ILMN_1676595	PCSK6	0.0537340709304896	-0.475742171052627	0.017080326593897
ILMN_3234456	TSTD1	0.0538292087621512	-0.28594406030701	0.0171252267110687
ILMN_1723874	MRPS6	0.0541242526832985	-0.116485721491223	0.01725058889475
ILMN_1810593	LRRC7	0.0543537932024024	0.395798281798251	0.0173402236407024
ILMN_1734909	CUZD1	0.0545302739614896	-0.292156364035083	0.0174132314406758
ILMN_1691789	SMNDC1	0.0545752259673173	0.201021688596496	0.0174326576613834
ILMN_1734740	GPR65	0.0546493921227481	-0.276637589912278	0.0174717326757957
ILMN_1811507	LBH	0.0549880324993984	-0.339943163377189	0.0176174341111869
ILMN_1735534	PKD1L2	0.0551270807205931	0.59792315131579	0.0176751190832034
ILMN_2298365	PPP2R2B	0.0551383907356812	0.66120872258772	0.0176812499915911
ILMN_1704295	LOC220594	0.0551417977869047	0.658400243421054	0.0176854688616338
ILMN_1718832	SPHAR	0.0551764375109756	-0.243425207236839	0.0177003351977205
ILMN_2077406	CCDC18	0.0552059554116474	0.274327813596493	0.0177135628454297
ILMN_2255382	PVRL2	0.0553171622046226	-0.33017578837719	0.01776995812115
ILMN_1743784	SHMT1	0.055338128277268	-0.248960071271918	0.0177818422727975
ILMN_1717063	FBXO9	0.0554867988751073	-0.298367237938587	0.0178490060036683
ILMN_2076658	MRPL1	0.0555811539367182	-0.215596630482452	0.0178926021302224
ILMN_3246766	LOC100132247	0.0558167321430197	0.587763337719299	0.0179854794856818
ILMN_2284744	HNMT	0.0560800818079184	-0.317267114035083	0.0181085766426086
ILMN_1696591	RB1	0.0561284738791639	-0.13584802741228	0.0181299345964321
ILMN_1766087	OR2G6	0.0561624062583475	0.457795097149125	0.0181428068009571
ILMN_1733851	DACT3	0.0564037954934796	-0.470468857456137	0.0182380656088968
ILMN_1705602	KLHL17	0.0565687539950297	-0.225882478947369	0.0183197009391016
ILMN_3235467	DAD1L	0.0565687539950297	0.580847608552634	0.0183202888487154
ILMN_1776077	SF1	0.0566052733050551	0.522887685307024	0.018344227711523
ILMN_2347805	EXOC1	0.0566743932968598	-0.372311398026312	0.018373793163335
ILMN_1815890	IL12RB1	0.0567743895708997	-0.26558906469298	0.0184100771029169
ILMN_1758823	SMARCB1	0.0573627873741081	-0.242854871710525	0.0186828862578026
ILMN_1784294	CPA4	0.0575435837638005	0.735390744517547	0.0187672354577041
ILMN_1680399	KIAA1026	0.0576594342004649	0.672656482456144	0.0188324972309447
ILMN_1704876	USP38	0.0578871982523846	0.279678456140354	0.0189561509748422
ILMN_2162603	SMPX	0.0579732103962725	-0.377934287280699	0.0189941842279376
ILMN_1677239	CCDC14	0.0580460952933011	-0.201662617324558	0.019027943550209
ILMN_2333440	TM9SF1	0.0581848970124137	-0.246519641447367	0.0190838979614004
ILMN_2411190	SMC2	0.0582493732258131	-0.30635465789473	0.0191163906208961
ILMN_1805999	MYO1D	0.058473263048871	-0.294422114035083	0.0192077812037174
ILMN_1743421	RCOR1	0.0586177039250877	-0.625431352412274	0.0192751819422115
ILMN_1742808	SF1	0.0586241168643346	0.381728837719306	0.019281281858025
ILMN_1732187	TMEM143	0.0590414537132456	0.301715467105268	0.0194547187236347
ILMN_2128293	APIP	0.0600133311440989	-0.411873118421049	0.0198750620792095
ILMN_1778730	MRPL39	0.060060518301901	0.355015950657902	0.0198927338760764
ILMN_1678833	CCR1	0.0601814164295518	0.547026321271929	0.0199450682628627
ILMN_1761000	ACER2	0.0605848755591052	0.386164823464918	0.0201327270646843
ILMN_2368268	AIPL1	0.0608756376701453	0.446871688596499	0.0202725384936185
ILMN_1656297	C21orf57	0.0609551613607137	-0.420956803728068	0.0203405196861176
ILMN_1802669	PPP3CB	0.0611307342184538	-0.110746152412274	0.0204138169543594
ILMN_3251676	BCL2L15	0.0611307342184538	0.586573438596492	0.0204157549585475
ILMN_1685952	ACSM3	0.0612824958012846	-0.467984561403503	0.0205016602764356
ILMN_2215639	TUBA3D	0.061362627779772	0.285832888815793	0.0205370649259869
ILMN_1678234	MGC44328	0.0613848571557227	0.53606693574562	0.0205486838434618
ILMN_1670139	TEX28	0.0616084123528595	0.562239187500005	0.0206633654529981
ILMN_1749752	NOLA1	0.0616562187225777	0.45222190460527	0.020683626091279
ILMN_1687023	GJC1	0.062120296380376	0.133027190789473	0.0209027174224739
ILMN_2415979	KIAA1751	0.0625123166352457	0.185363255482459	0.0210963375130825
ILMN_1704173	AIFM3	0.0629210382720965	-0.138668319078944	0.021263794289053
ILMN_3290052	LOC100133991	0.0630641738331653	0.224625275219298	0.0213405368851651
ILMN_1667224	SLAMF8	0.0631466596949973	-0.313047345394731	0.0213721481492482
ILMN_1744897	KCNN3	0.063245355500583	0.312022217105262	0.0214212236522041
ILMN_1748150	SAMD7	0.0634930758961779	0.549684450219299	0.0215418690627772
ILMN_1657381	RASSF6	0.063527784307484	-0.202533725877192	0.0215558073995643
ILMN_1810639	REXO1L1	0.063557919257581	1.02705458662281	0.0215681961084803
ILMN_3247223	TPBG	0.0636982039698936	0.403515025219299	0.0216382164980329
ILMN_2072541	RAB11FIP2	0.0637092622737888	-0.180981155701749	0.0216499154195198
ILMN_1786281	ZSCAN12	0.0637213279138706	-0.282379169956135	0.0216561846986447
ILMN_2403906	ARFIP1	0.064034998006071	-0.356727432017538	0.0218107427595992
ILMN_1747775	STX2	0.0640883633290996	-0.31904322807017	0.0218332825066422
ILMN_1724959	SEC31A	0.064189568592991	-0.2209639364035	0.0218763734223533
ILMN_3233229	SNHG7	0.064189568592991	-0.312327758771925	0.0218765953027973
ILMN_1718961	BNIP3L	0.0642008923309314	-0.117586667763154	0.0218869161825332
ILMN_1668408	AIFM1	0.064545662612244	-0.422403419956135	0.022044001531424
ILMN_2361695	BAG5	0.0647949492681549	0.154121041666672	0.022155606950969
ILMN_2101339	OR11A1	0.0648314666849736	0.419690922149128	0.0221791278954279
ILMN_1700432	ITPKB	0.0648498990951739	0.276496918859653	0.0221993304533245
ILMN_2257749	March 8	0.0649364242912025	0.426877841008775	0.0222327179603402
ILMN_1776936	ANKRD38	0.0649660721320893	-0.499362866228067	0.0222537721857678
ILMN_1795218	DHX30	0.0651182548314021	0.283242346491233	0.0223237888282347
ILMN_1744701	RGSL2	0.0652611124828629	-0.18568449714912	0.0223883137012729
ILMN_1777340	DDX6	0.0653287564402399	-0.321634495614035	0.0224159670802879
ILMN_1666827	C4orf41	0.0655702279099884	-0.195755337719289	0.0225367665591161
ILMN_1793832	GRB14	0.0656507133266361	-0.356656456140346	0.0225666645053059
ILMN_1743412	SIAE	0.065996880788193	-0.361388906578943	0.0227395727044317
ILMN_2318459	TMEM8B	0.0660632498224173	-0.22548009780701	0.0227697660333871
ILMN_2284810	CIDEA	0.0662171380668778	-0.209662270833329	0.0228444704403671
ILMN_3165333	ERCC-00051	0.0666372190436228	-0.101441904824562	0.0230327917135496
ILMN_1773814	MUSTN1	0.0666684087483898	0.482509234649124	0.023057188715105
ILMN_1666885	ATRX	0.067106059368752	-0.423882946271924	0.0232519514693306
ILMN_2311989	CUTA	0.0671770306734512	-0.255460023026306	0.0232925497647743
ILMN_1761086	VPS54	0.0673790954755888	-0.266076733552628	0.023383254871962
ILMN_3242398	SERPINE3	0.0674502226629497	0.521499368640354	0.0234171229512688
ILMN_1732053	SNRNP70	0.0675755235102735	0.149563246710535	0.0234836273110387
ILMN_1715612	OTOP2	0.0676616682484046	0.687396783114037	0.0235262181336599
ILMN_3308698	MIR1276	0.067792913954595	0.10580219298246	0.0235937894363543
ILMN_2203876	CCDC68	0.0679353376062504	0.454116836622811	0.0236664821139792
ILMN_1758606	CCNY	0.0680787796802176	0.297230126754387	0.0237512139749651
ILMN_1803911	IIP45	0.0683451565005545	0.382054138815795	0.0238813708506039
ILMN_1775114	ENTPD3	0.0684647905403442	0.45650864188597	0.0239371570834284
ILMN_1809866	WDR74	0.0685624840409025	0.506345745614036	0.023983213289847
ILMN_3166368	ERCC-00134	0.0687160710495707	-0.173950083333328	0.0240554200454024
ILMN_1677636	COMP	0.0688162788746137	-0.316215005263155	0.0240998698662908
ILMN_1789638	MFSD2	0.069075106418597	-0.444673491228063	0.0242089090174372
ILMN_2405400	GRK4	0.069075106418597	-0.253424493421049	0.0242093234736656
ILMN_2321292	WIPI2	0.0691623827574211	-0.303999812499995	0.0242539653675817
ILMN_1782441	CDKL2	0.0695421364680299	0.689982752192988	0.0244250864307837
ILMN_2069593	SFRS2IP	0.0695681347285268	0.168110359649129	0.0244389539571228
ILMN_1692477	MGAT5B	0.0696384641802343	0.421638002631582	0.0244798479708907
ILMN_1778743	SMPX	0.0696414585757937	-0.339516399122804	0.0244857772581097
ILMN_2267025	F7	0.0696828350015906	-0.261729880482454	0.0245124558976899
ILMN_1665397	ZNF445	0.0697326846645257	-0.201736605263154	0.0245415449052463
ILMN_2248192	PML	0.0697733715904852	0.312645550438601	0.0245656800340534
ILMN_1661650	SMEK2	0.0698753744938121	-0.512163623903504	0.0246134858992398
ILMN_1773310	FUT5	0.0699148733093315	0.747104390350879	0.024632159129645
ILMN_1787251	DAAM1	0.0700651751148681	0.378340243421057	0.0246923240340247
ILMN_1684106	NR1I3	0.0701244618001721	-0.249386997807008	0.0247208663123079
ILMN_1685930	DNAJC24	0.0702233367951158	-0.362360987938594	0.0247719113322594
ILMN_2182704	BIRC2	0.0702301340637104	0.0861517872807056	0.0247788028132189
ILMN_1674588	HAO1	0.0703031884062498	-0.24278267982455	0.02480965225202
ILMN_2206307	TLL2	0.0706427464150834	0.22267023925439	0.0249703604443689
ILMN_1783333	C16orf61	0.070676115598846	-0.157438407894732	0.0250014022297446
ILMN_2193175	C3orf1	0.0709878589436151	-0.219114411184204	0.0251600090996671
ILMN_1731804	LOC606724	0.0713461657043071	0.132908910964916	0.0253307181909631
ILMN_1718446	FAM69B	0.0713611262911374	-0.226203578728068	0.0253423854331356
ILMN_1761176	GRIPAP1	0.0718328261823522	-0.308722418859647	0.025584193768797
ILMN_1679798	TLR9	0.0719006593966713	0.330673768421057	0.0256230385411632
ILMN_1699072	FLJ46010	0.0719517833824112	0.6687084254386	0.0256437067098017
ILMN_2100871	ADAM30	0.0724371624948649	0.6404662758772	0.0258765397716944
ILMN_2105298	C12orf50	0.0724371624948649	0.225804504385968	0.025878340891977
ILMN_1729874	OR7C1	0.0724415935227735	0.545300100000004	0.0258823898156732
ILMN_2147078	PIWIL4	0.0725912422092682	-0.304919381578944	0.0259655095188409
ILMN_1708016	C20orf108	0.0726319916913863	-0.208872778508761	0.0259924474470349
ILMN_2174296	DNAJC2	0.0728920234909086	0.395190308114037	0.026122722650791
ILMN_1797796	AMY1A	0.0729087033398337	0.516560265789478	0.0261387495014521
ILMN_1803045	TUBGCP5	0.0729087033398337	-0.261589757675432	0.0261464678952391
ILMN_1762002	CSTF3	0.0730085462164467	-0.389992552631572	0.0261992747460184
ILMN_2117569	DEM1	0.0731410902357136	-0.190846637719297	0.0262642666336434
