"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8035703"	"0.4019735"	"5.49e-02"	"1.968808"	"-4.312047"	"0.1723732"	"LPAR2"	"lysophosphatidic acid receptor 2"
"8051387"	"0.4019767"	"5.50e-02"	"-1.968703"	"-4.312233"	"-0.1197054"	"DPY30"	"dpy-30, histone methyltransferase complex regulatory subunit"
"8140752"	"0.4021414"	"5.50e-02"	"1.968411"	"-4.312747"	"0.2456241"	"ABCB4"	"ATP binding cassette subfamily B member 4"
"8071566"	"0.4021896"	"5.50e-02"	"1.968254"	"-4.313024"	"0.111081"	"PPIL2"	"peptidylprolyl isomerase like 2"
"7892820"	"0.402224"	"5.50e-02"	"-1.968071"	"-4.313346"	"-0.1644588"	""	""
"7913768"	"0.402224"	"5.50e-02"	"1.967903"	"-4.313642"	"0.1710503"	"IL22RA1"	"interleukin 22 receptor subunit alpha 1"
"7978911"	"0.402224"	"5.51e-02"	"1.967864"	"-4.31371"	"0.1651077"	"LINC01588"	"long intergenic non-protein coding RNA 1588"
"7979696"	"0.402224"	"5.51e-02"	"1.967571"	"-4.314226"	"0.3894776"	""	""
"8113305"	"0.402224"	"5.51e-02"	"-1.96734"	"-4.314632"	"-0.1805855"	"CHD1"	"chromodomain helicase DNA binding protein 1"
"7893259"	"0.402224"	"5.51e-02"	"-1.967309"	"-4.314688"	"-0.2389793"	""	""
"7937823"	"0.402224"	"5.51e-02"	"1.96724"	"-4.31481"	"0.1568091"	"KCNQ1"	"potassium voltage-gated channel subfamily Q member 1"
"8133114"	"0.402224"	"5.51e-02"	"-1.967239"	"-4.31481"	"-0.1736617"	"VKORC1L1"	"vitamin K epoxide reductase complex subunit 1 like 1"
"7892892"	"0.402224"	"5.51e-02"	"-1.967193"	"-4.314892"	"-0.4487223"	""	""
"7895133"	"0.402224"	"5.51e-02"	"-1.967096"	"-4.315063"	"-0.1293224"	""	""
"7902043"	"0.402224"	"5.51e-02"	"1.967095"	"-4.315064"	"0.1361175"	"LOC645195///DNAJC6"	"uncharacterized LOC645195///DnaJ heat shock protein family (Hsp40) member C6"
"8000848"	"0.4022567"	"5.52e-02"	"1.966849"	"-4.315497"	"0.1338385"	"CD2BP2"	"CD2 cytoplasmic tail binding protein 2"
"8107131"	"0.4022567"	"5.52e-02"	"1.966769"	"-4.315638"	"0.1183849"	""	""
"7984922"	"0.4022567"	"5.52e-02"	"-1.966656"	"-4.315836"	"-0.1378375"	"MPI"	"mannose phosphate isomerase"
"7893821"	"0.4022567"	"5.52e-02"	"1.966503"	"-4.316106"	"0.1286861"	""	""
"7940580"	"0.4022567"	"5.52e-02"	"-1.966325"	"-4.31642"	"-0.2067337"	""	""
"8061136"	"0.4022567"	"5.52e-02"	"1.966258"	"-4.316537"	"0.128867"	"PTMA"	"prothymosin, alpha"
"8037222"	"0.4022567"	"5.52e-02"	"1.966256"	"-4.316542"	"0.1488093"	"CEACAM8"	"carcinoembryonic antigen related cell adhesion molecule 8"
"8169740"	"0.4022567"	"5.52e-02"	"1.966218"	"-4.316609"	"0.0915496"	"H3F3AP4///H3F3A"	"H3 histone, family 3A, pseudogene 4///H3 histone, family 3A"
"8078147"	"0.4022567"	"5.53e-02"	"-1.966144"	"-4.316739"	"-0.120001"	"BTD"	"biotinidase"
"7979916"	"0.4024763"	"5.53e-02"	"-1.965789"	"-4.317363"	"-0.0877794"	"SYNJ2BP"	"synaptojanin 2 binding protein"
"8100231"	"0.4026398"	"5.53e-02"	"-1.965499"	"-4.317873"	"-0.2129407"	"TEC"	"tec protein tyrosine kinase"
"7892618"	"0.4027659"	"5.54e-02"	"-1.965252"	"-4.318307"	"-0.2277089"	""	""
"8144982"	"0.4029188"	"5.54e-02"	"1.964975"	"-4.318795"	"0.2195671"	"NPM2"	"nucleophosmin/nucleoplasmin 2"
"7897154"	"0.4033055"	"5.55e-02"	"1.964428"	"-4.319757"	"0.1388567"	"ARHGEF16"	"Rho guanine nucleotide exchange factor 16"
"8030630"	"0.4033507"	"5.55e-02"	"1.964243"	"-4.320082"	"0.1147021"	"NR1H2"	"nuclear receptor subfamily 1 group H member 2"
"7895405"	"0.4033507"	"5.55e-02"	"1.964173"	"-4.320205"	"0.2131396"	""	""
"7996403"	"0.4036778"	"5.56e-02"	"-1.963696"	"-4.321044"	"-0.1212944"	"B3GNT9///C16orf70"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9///chromosome 16 open reading frame 70"
"8168470"	"0.4036976"	"5.56e-02"	"-1.963428"	"-4.321515"	"-0.3682094"	"COX7B"	"cytochrome c oxidase subunit 7B"
"8031712"	"0.4036976"	"5.56e-02"	"-1.963406"	"-4.321554"	"-0.1380636"	"ZNF805"	"zinc finger protein 805"
"7963134"	"0.4036976"	"5.56e-02"	"1.96333"	"-4.321686"	"0.1424827"	"NCKAP5L"	"NCK associated protein 5 like"
"8177834"	"0.4036976"	"5.56e-02"	"1.963268"	"-4.321797"	"0.1691453"	"ATAT1"	"alpha tubulin acetyltransferase 1"
"7921346"	"0.4039231"	"5.56e-02"	"1.962907"	"-4.322431"	"0.1635654"	"CD1B"	"CD1b molecule"
"8029642"	"0.4042307"	"5.57e-02"	"1.962452"	"-4.32323"	"0.1086901"	"MARK4"	"microtubule affinity regulating kinase 4"
"7953243"	"0.4047014"	"5.58e-02"	"-1.96181"	"-4.324357"	"-0.1180244"	"NDUFA9"	"NADH:ubiquinone oxidoreductase subunit A9"
"8094259"	"0.4047355"	"5.58e-02"	"-1.961546"	"-4.324822"	"-0.1128284"	"LAP3"	"leucine aminopeptidase 3"
"8143534"	"0.4047355"	"5.58e-02"	"1.961477"	"-4.324943"	"0.1837693"	"KEL"	"Kell blood group, metallo-endopeptidase"
"7939411"	"0.4047355"	"5.58e-02"	"-1.961468"	"-4.324959"	"-0.1798946"	"C11orf74"	"chromosome 11 open reading frame 74"
"7892888"	"0.4051925"	"5.59e-02"	"-1.960763"	"-4.326197"	"-0.4866826"	""	""
"8027398"	"0.4051925"	"5.59e-02"	"-1.960741"	"-4.326235"	"-0.1838103"	"PLEKHF1"	"pleckstrin homology and FYVE domain containing 1"
"8086880"	"0.4054057"	"5.60e-02"	"1.960351"	"-4.326919"	"0.1517353"	"CDC25A"	"cell division cycle 25A"
"7894128"	"0.4054057"	"5.60e-02"	"1.96029"	"-4.327027"	"0.4500294"	""	""
"8068684"	"0.4054057"	"5.60e-02"	"1.960193"	"-4.327197"	"0.4282062"	"FAM3B"	"family with sequence similarity 3 member B"
"8039096"	"0.4054595"	"5.60e-02"	"1.96003"	"-4.327483"	"0.1823619"	"NLRP12"	"NLR family pyrin domain containing 12"
"7978272"	"0.4055992"	"5.60e-02"	"-1.959769"	"-4.327942"	"-0.1417911"	"LTB4R2///CIDEB"	"leukotriene B4 receptor 2///cell death-inducing DFFA-like effector b"
"7960177"	"0.4058014"	"5.61e-02"	"1.95931"	"-4.328746"	"0.1925334"	"SLC6A12"	"solute carrier family 6 member 12"
"7923917"	"0.4058014"	"5.61e-02"	"1.959245"	"-4.32886"	"0.1963634"	"FCMR"	"Fc fragment of IgM receptor"
"7993453"	"0.4058014"	"5.61e-02"	"-1.959174"	"-4.328985"	"-0.270292"	"MPV17L"	"MPV17 mitochondrial inner membrane protein like"
"7927058"	"0.4058014"	"5.61e-02"	"1.959133"	"-4.329057"	"0.1267741"	""	""
"7915612"	"0.4061097"	"5.62e-02"	"1.958679"	"-4.329854"	"0.4125688"	"PTCH2"	"patched 2"
"7986250"	"0.4063914"	"5.62e-02"	"-1.95803"	"-4.330991"	"-0.1693439"	"CHD2"	"chromodomain helicase DNA binding protein 2"
"8145317"	"0.4063914"	"5.62e-02"	"1.957893"	"-4.331232"	"0.2395637"	"ADAMDEC1"	"ADAM like decysin 1"
"8066921"	"0.4063914"	"5.62e-02"	"1.95789"	"-4.331237"	"0.374616"	"KCNB1"	"potassium voltage-gated channel subfamily B member 1"
"8139840"	"0.4063914"	"5.63e-02"	"1.957871"	"-4.33127"	"0.2923791"	"ERV3-1"	"endogenous retrovirus group 3 member 1"
"8094226"	"0.4063914"	"5.63e-02"	"-1.957786"	"-4.33142"	"-0.1831794"	"FAM200B"	"family with sequence similarity 200 member B"
"7973580"	"0.4063914"	"5.63e-02"	"-1.957638"	"-4.331679"	"-0.304395"	"FITM1"	"fat storage inducing transmembrane protein 1"
"7946563"	"0.4063914"	"5.63e-02"	"-1.957583"	"-4.331775"	"-0.2537918"	""	""
"7894984"	"0.4063914"	"5.63e-02"	"1.957549"	"-4.331836"	"0.1510397"	""	""
"7983111"	"0.4065758"	"5.63e-02"	"-1.957073"	"-4.33267"	"-0.1659863"	"SNAP23"	"synaptosome associated protein 23"
"8146754"	"0.4065758"	"5.64e-02"	"1.957027"	"-4.33275"	"0.1061965"	""	""
"7956046"	"0.4065758"	"5.64e-02"	"1.956937"	"-4.332909"	"0.2456164"	"DGKA"	"diacylglycerol kinase alpha"
"8090823"	"0.4065758"	"5.64e-02"	"1.95691"	"-4.332955"	"0.2976647"	"SLCO2A1"	"solute carrier organic anion transporter family member 2A1"
"7934570"	"0.4065758"	"5.64e-02"	"-1.95677"	"-4.333202"	"-0.3290485"	"KCNMA1"	"potassium calcium-activated channel subfamily M alpha 1"
"7967736"	"0.4065758"	"5.64e-02"	"1.956663"	"-4.333388"	"0.1119185"	"POLE"	"DNA polymerase epsilon, catalytic subunit"
"7964400"	"0.4065758"	"5.64e-02"	"1.95655"	"-4.333587"	"0.1460141"	"STAC3"	"SH3 and cysteine rich domain 3"
"7948599"	"0.4065758"	"5.64e-02"	"-1.956344"	"-4.333947"	"-0.147156"	"DKFZP434K028"	"uncharacterized LOC26070"
"8103094"	"0.4065758"	"5.64e-02"	"-1.956332"	"-4.333969"	"-0.1382832"	"NR3C2"	"nuclear receptor subfamily 3 group C member 2"
"8150165"	"0.4065758"	"5.64e-02"	"-1.95633"	"-4.333972"	"-0.1419554"	"FUT10"	"fucosyltransferase 10"
"7919568"	"0.406673"	"5.65e-02"	"1.955592"	"-4.335265"	"0.1709593"	""	""
"8015759"	"0.406673"	"5.65e-02"	"1.955563"	"-4.335315"	"0.1102961"	"VAT1"	"vesicle amine transport 1"
"8030993"	"0.406673"	"5.65e-02"	"1.955519"	"-4.335393"	"0.2010508"	"ZNF761"	"zinc finger protein 761"
"8016168"	"0.406673"	"5.65e-02"	"1.955515"	"-4.3354"	"0.1211586"	"PLCD3"	"phospholipase C delta 3"
"8026339"	"0.406673"	"5.66e-02"	"-1.955378"	"-4.33564"	"-0.214275"	"SNRPG"	"small nuclear ribonucleoprotein polypeptide G"
"8079401"	"0.406673"	"5.66e-02"	"1.955184"	"-4.335979"	"0.1692689"	"CCR5"	"C-C motif chemokine receptor 5 (gene/pseudogene)"
"8093298"	"0.406673"	"5.66e-02"	"1.955184"	"-4.335979"	"0.1692689"	"CCR5"	"C-C motif chemokine receptor 5 (gene/pseudogene)"
"8045336"	"0.406673"	"5.66e-02"	"1.954983"	"-4.336331"	"0.1785826"	"LYPD1///GPR39"	"LY6/PLAUR domain containing 1///G protein-coupled receptor 39"
"7939424"	"0.406673"	"5.66e-02"	"-1.954796"	"-4.336659"	"-0.2041619"	"API5"	"apoptosis inhibitor 5"
"8117685"	"0.406673"	"5.66e-02"	"1.954651"	"-4.336913"	"0.1795303"	"ZKSCAN3"	"zinc finger with KRAB and SCAN domains 3"
"7990442"	"0.406673"	"5.66e-02"	"1.954618"	"-4.33697"	"0.1459669"	"RPP25"	"ribonuclease P/MRP subunit p25"
"7895825"	"0.406673"	"5.67e-02"	"1.954499"	"-4.337179"	"0.3556762"	""	""
"8049825"	"0.406673"	"5.67e-02"	"-1.95437"	"-4.337404"	"-0.1511776"	"HDLBP"	"high density lipoprotein binding protein"
"8050474"	"0.406673"	"5.67e-02"	"-1.9543"	"-4.337528"	"-0.1277215"	"RDH14"	"retinol dehydrogenase 14 (all-trans/9-cis/11-cis)"
"8020802"	"0.406673"	"5.67e-02"	"1.954228"	"-4.337654"	"0.1166583"	""	""
"8142852"	"0.406673"	"5.67e-02"	"-1.954177"	"-4.337742"	"-0.1225607"	"TNPO3"	"transportin 3"
"8106193"	"0.406673"	"5.67e-02"	"-1.954067"	"-4.337936"	"-0.1722084"	"UTP15"	"UTP15, small subunit processome component"
"7895233"	"0.406673"	"5.67e-02"	"-1.954065"	"-4.337939"	"-0.3836838"	""	""
"8158523"	"0.406673"	"5.67e-02"	"1.954016"	"-4.338024"	"0.1300257"	"PTPA"	"protein phosphatase 2 phosphatase activator"
"8112274"	"0.406673"	"5.67e-02"	"1.954016"	"-4.338026"	"0.277744"	"ELOVL7"	"ELOVL fatty acid elongase 7"
"8148263"	"0.406673"	"5.67e-02"	"-1.953961"	"-4.338121"	"-0.1648389"	"TRMT12"	"tRNA methyltransferase 12 homolog"
"8104725"	"0.406673"	"5.67e-02"	"-1.953886"	"-4.338252"	"-0.211442"	""	""
"8121085"	"0.406673"	"5.67e-02"	"-1.953826"	"-4.338357"	"-0.141598"	""	""
"7961298"	"0.406673"	"5.68e-02"	"1.953634"	"-4.338693"	"0.1006418"	"TAS2R42"	"taste 2 receptor member 42"
"8084634"	"0.406673"	"5.68e-02"	"1.953587"	"-4.338775"	"0.1620868"	"DNAJB11"	"DnaJ heat shock protein family (Hsp40) member B11"
"7945420"	"0.406673"	"5.68e-02"	"1.953553"	"-4.338835"	"0.1271252"	"FLJ23519///RNH1"	"uncharacterized protein FLJ23519///ribonuclease/angiogenin inhibitor 1"
"7963513"	"0.406673"	"5.68e-02"	"-1.95349"	"-4.338946"	"-0.1436676"	"KRT76"	"keratin 76"
"7935746"	"0.406673"	"5.68e-02"	"1.953407"	"-4.339091"	"0.152295"	"BLOC1S2"	"biogenesis of lysosomal organelles complex 1 subunit 2"
"7971541"	"0.4067265"	"5.68e-02"	"-1.953245"	"-4.339374"	"-0.1943232"	"SUCLA2"	"succinate-CoA ligase ADP-forming beta subunit"
"8052916"	"0.4068038"	"5.68e-02"	"1.953057"	"-4.339704"	"0.1789898"	"CD207"	"CD207 molecule"
"7935910"	"0.4074966"	"5.69e-02"	"-1.952164"	"-4.341266"	"-0.1313289"	"MGEA5"	"meningioma expressed antigen 5 (hyaluronidase)"
"8078600"	"0.4079312"	"5.70e-02"	"-1.951552"	"-4.342335"	"-0.1397081"	"TCEA1"	"transcription elongation factor A1"
"7971246"	"0.4079312"	"5.70e-02"	"-1.951403"	"-4.342596"	"-0.1462657"	"VWA8"	"von Willebrand factor A domain containing 8"
"7939983"	"0.4079312"	"5.70e-02"	"-1.951367"	"-4.34266"	"-0.1217289"	"OR8U9///OR8U8///OR8U1"	"olfactory receptor family 8 subfamily U member 9///olfactory receptor family 8 subfamily U member 8///olfactory receptor family 8 subfamily U member 1"
"8042413"	"0.408002"	"5.71e-02"	"1.951186"	"-4.342977"	"0.187597"	"PROKR1///PROKR1"	"prokineticin receptor 1///prokineticin receptor 1"
"7933084"	"0.4081465"	"5.71e-02"	"-1.950899"	"-4.343478"	"-0.2939024"	"NAMPT"	"nicotinamide phosphoribosyltransferase"
"7915147"	"0.4081465"	"5.71e-02"	"1.95082"	"-4.343615"	"0.1671942"	"FHL3"	"four and a half LIM domains 3"
"8107468"	"0.4082765"	"5.71e-02"	"-1.950532"	"-4.344119"	"-0.1900691"	""	""
"7903867"	"0.4082765"	"5.72e-02"	"-1.950472"	"-4.344224"	"-0.1599588"	"KCNC4"	"potassium voltage-gated channel subfamily C member 4"
"8040792"	"0.4084447"	"5.72e-02"	"1.95018"	"-4.344735"	"0.162725"	"EMILIN1"	"elastin microfibril interfacer 1"
"7894771"	"0.4085001"	"5.72e-02"	"-1.950017"	"-4.34502"	"-0.2006728"	""	""
"8140129"	"0.4086019"	"5.72e-02"	"1.949745"	"-4.345495"	"0.1172295"	"ABHD11"	"abhydrolase domain containing 11"
"8119582"	"0.4086019"	"5.72e-02"	"-1.949701"	"-4.345572"	"-0.1415524"	"GLTSCR1L"	"GLTSCR1 like"
"8049969"	"0.4086099"	"5.73e-02"	"1.949514"	"-4.345898"	"0.2304011"	"SH3YL1"	"SH3 and SYLF domain containing 1"
"8078380"	"0.4086099"	"5.73e-02"	"-1.949492"	"-4.345938"	"-0.1716421"	"ZNF860"	"zinc finger protein 860"
"7966638"	"0.4087099"	"5.73e-02"	"1.949278"	"-4.346311"	"0.1504351"	"RBM19"	"RNA binding motif protein 19"
"8173158"	"0.4088341"	"5.73e-02"	"1.949036"	"-4.346734"	"0.0992434"	""	""
"8088813"	"0.4089555"	"5.74e-02"	"1.948798"	"-4.34715"	"0.336236"	"PROK2"	"prokineticin 2"
"7898894"	"0.4090628"	"5.74e-02"	"1.948575"	"-4.347538"	"0.1193131"	"PITHD1"	"PITH domain containing 1"
"8180297"	"0.4091356"	"5.74e-02"	"-1.948392"	"-4.347857"	"-0.085373"	"RPL4"	"ribosomal protein L4"
"8116227"	"0.4091592"	"5.74e-02"	"-1.948245"	"-4.348115"	"-0.230698"	"CLK4"	"CDC like kinase 4"
"7905060"	"0.4091592"	"5.74e-02"	"1.948166"	"-4.348253"	"0.3251612"	"FCGR1CP///FCGR1B///FCGR1A"	"Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia"
"8167625"	"0.4092833"	"5.75e-02"	"-1.947873"	"-4.348764"	"-0.1443347"	"CCNB3"	"cyclin B3"
"7952436"	"0.4092833"	"5.75e-02"	"-1.947825"	"-4.348849"	"-0.1521048"	"ESAM"	"endothelial cell adhesion molecule"
"8014954"	"0.4093384"	"5.75e-02"	"1.947612"	"-4.349219"	"0.1070096"	""	""
"7894070"	"0.4093384"	"5.75e-02"	"-1.947389"	"-4.349609"	"-0.1390263"	""	""
"8180268"	"0.4093384"	"5.75e-02"	"1.947372"	"-4.349639"	"0.2519058"	"CYP51A1"	"cytochrome P450 family 51 subfamily A member 1"
"7893312"	"0.4093384"	"5.75e-02"	"-1.947363"	"-4.349655"	"-0.2837448"	""	""
"7893777"	"0.4093554"	"5.75e-02"	"-1.947244"	"-4.349863"	"-0.2653022"	""	""
"7969488"	"0.4098014"	"5.76e-02"	"-1.946636"	"-4.350923"	"-0.1418879"	"CLN5"	"ceroid-lipofuscinosis, neuronal 5"
"7950683"	"0.4098209"	"5.76e-02"	"-1.946514"	"-4.351136"	"-0.1378616"	"NARS2"	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"
"7892917"	"0.4102777"	"5.77e-02"	"-1.945704"	"-4.35255"	"-0.4034209"	""	""
"8162759"	"0.4102777"	"5.77e-02"	"-1.945665"	"-4.352618"	"-0.1904734"	"TBC1D2"	"TBC1 domain family member 2"
"7936346"	"0.4102777"	"5.77e-02"	"-1.945641"	"-4.352659"	"-0.1316643"	"ZDHHC6"	"zinc finger DHHC-type containing 6"
"8136863"	"0.4102777"	"5.78e-02"	"1.945596"	"-4.352739"	"0.2125907"	"TMEM139"	"transmembrane protein 139"
"8108403"	"0.4103912"	"5.78e-02"	"-1.945311"	"-4.353235"	"-0.1213472"	"SNHG4///MATR3"	"small nucleolar RNA host gene 4///matrin 3"
"8141477"	"0.4103912"	"5.78e-02"	"1.945267"	"-4.353311"	"0.1577162"	"GATS"	"GATS, stromal antigen 3 opposite strand"
"7911458"	"0.410467"	"5.78e-02"	"1.945081"	"-4.353636"	"0.1620597"	"ACAP3"	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"8135216"	"0.4106056"	"5.78e-02"	"-1.944824"	"-4.354084"	"-0.3051592"	""	""
"8091546"	"0.4107648"	"5.79e-02"	"-1.944544"	"-4.354573"	"-0.1680569"	"TMEM14EP"	"transmembrane protein 14E, pseudogene"
"7953775"	"0.4108147"	"5.79e-02"	"1.944387"	"-4.354846"	"0.133734"	"A2ML1"	"alpha-2-macroglobulin like 1"
"8035819"	"0.4111302"	"5.80e-02"	"1.943929"	"-4.355644"	"0.1821024"	"ZNF208"	"zinc finger protein 208"
"8089249"	"0.4113401"	"5.80e-02"	"-1.943561"	"-4.356287"	"-0.1172573"	"MAMDC2///RPL24"	"MAM domain containing 2///ribosomal protein L24"
"8099233"	"0.4113401"	"5.80e-02"	"-1.943492"	"-4.356407"	"-0.1333822"	"LOC100133131"	"uncharacterized LOC100133131"
"7984779"	"0.4113917"	"5.80e-02"	"1.943334"	"-4.356682"	"0.1216039"	"PML"	"promyelocytic leukemia"
"7930139"	"0.4119678"	"5.81e-02"	"1.94258"	"-4.357994"	"0.1247256"	"TRIM8"	"tripartite motif containing 8"
"8026915"	"0.4120426"	"5.81e-02"	"1.942396"	"-4.358315"	"0.2353935"	"ARRDC2"	"arrestin domain containing 2"
"7893662"	"0.4121309"	"5.82e-02"	"-1.942197"	"-4.358663"	"-0.1322688"	""	""
"8089038"	"0.4123726"	"5.82e-02"	"-1.941724"	"-4.359487"	"-0.3124219"	""	""
"8112914"	"0.4123726"	"5.82e-02"	"-1.941724"	"-4.359487"	"-0.3124219"	""	""
"7925511"	"0.4125056"	"5.83e-02"	"-1.941473"	"-4.359922"	"-0.1958302"	"PLD5"	"phospholipase D family member 5"
"8091141"	"0.4125808"	"5.83e-02"	"-1.941289"	"-4.360244"	"-0.1700582"	"XRN1"	"5'-3' exoribonuclease 1"
"8065756"	"0.4126435"	"5.83e-02"	"-1.941118"	"-4.36054"	"-0.2374982"	""	""
"7981326"	"0.4127206"	"5.83e-02"	"-1.940932"	"-4.360865"	"-0.1640455"	"MIR1247///DIO3OS"	"microRNA 1247///DIO3 opposite strand/antisense RNA (head to head)"
"8044698"	"0.4130123"	"5.84e-02"	"1.940368"	"-4.361847"	"0.1513886"	""	""
"7904853"	"0.4130123"	"5.84e-02"	"-1.940358"	"-4.361864"	"-0.1408047"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"7902225"	"0.4130123"	"5.84e-02"	"-1.940303"	"-4.361959"	"-0.2581767"	""	""
"7951422"	"0.4130702"	"5.84e-02"	"1.940139"	"-4.362246"	"0.1902563"	"MSANTD4"	"Myb/SANT DNA binding domain containing 4 with coiled-coils"
"7971177"	"0.4130955"	"5.84e-02"	"-1.940011"	"-4.362468"	"-0.2523363"	"FOXO1"	"forkhead box O1"
"8020664"	"0.4132447"	"5.85e-02"	"1.939742"	"-4.362935"	"0.0904555"	""	""
"8154660"	"0.4133554"	"5.85e-02"	"1.939518"	"-4.363326"	"0.1039578"	""	""
"8104592"	"0.4134937"	"5.85e-02"	"1.939262"	"-4.36377"	"0.1326477"	"FBXL7"	"F-box and leucine rich repeat protein 7"
"7919580"	"0.4135074"	"5.86e-02"	"1.939048"	"-4.364143"	"0.1000251"	"LOC100132147///LOC440570"	"uncharacterized LOC100132147///uncharacterized LOC440570"
"7919596"	"0.4135074"	"5.86e-02"	"1.939048"	"-4.364143"	"0.1000251"	"LOC100132147///LOC440570"	"uncharacterized LOC100132147///uncharacterized LOC440570"
"8015769"	"0.4135386"	"5.86e-02"	"1.938892"	"-4.364414"	"0.2244351"	"BRCA1"	"BRCA1, DNA repair associated"
"7913235"	"0.4135386"	"5.86e-02"	"-1.938722"	"-4.36471"	"-0.1718634"	""	""
"7897685"	"0.4135386"	"5.86e-02"	"1.938715"	"-4.364721"	"0.182998"	"UBIAD1"	"UbiA prenyltransferase domain containing 1"
"8020068"	"0.4139594"	"5.87e-02"	"-1.93814"	"-4.365721"	"-0.1753042"	"ANKRD12"	"ankyrin repeat domain 12"
"8083546"	"0.414011"	"5.87e-02"	"-1.937983"	"-4.365995"	"-0.3267614"	"KCNAB1"	"potassium voltage-gated channel subfamily A member regulatory beta subunit 1"
"7973108"	"0.4142246"	"5.87e-02"	"1.937643"	"-4.366587"	"0.1622176"	"ECRP"	"ribonuclease A family member 2 pseudogene"
"7984330"	"0.4143615"	"5.88e-02"	"1.937389"	"-4.367028"	"0.1878878"	"LCTL///ZWILCH"	"lactase like///zwilch kinetochore protein"
"8069332"	"0.4144487"	"5.88e-02"	"1.937191"	"-4.367371"	"0.1562658"	"MCM3AP-AS1"	"MCM3AP antisense RNA 1"
"7925751"	"0.4145265"	"5.88e-02"	"1.937004"	"-4.367696"	"0.1390794"	"OR2T10"	"olfactory receptor family 2 subfamily T member 10"
"7951593"	"0.4145558"	"5.88e-02"	"1.936872"	"-4.367926"	"0.161201"	"COLCA1"	"colorectal cancer associated 1"
"8111524"	"0.414622"	"5.89e-02"	"1.936698"	"-4.368228"	"0.189181"	"UGT3A2"	"UDP glycosyltransferase family 3 member A2"
"8163784"	"0.4146451"	"5.89e-02"	"-1.936391"	"-4.368762"	"-0.1134678"	"FBXW2"	"F-box and WD repeat domain containing 2"
"7946288"	"0.4146451"	"5.89e-02"	"-1.936288"	"-4.36894"	"-0.1775266"	"ZNF214"	"zinc finger protein 214"
"7894833"	"0.4146451"	"5.89e-02"	"-1.936127"	"-4.369221"	"-0.2628271"	""	""
"7936809"	"0.4146451"	"5.89e-02"	"1.936066"	"-4.369326"	"0.1587311"	"FAM24B"	"family with sequence similarity 24 member B"
"8067963"	"0.4146451"	"5.89e-02"	"-1.936052"	"-4.369351"	"-0.3120654"	""	""
"8020027"	"0.4146451"	"5.90e-02"	"1.935977"	"-4.36948"	"0.1284014"	""	""
"7977344"	"0.4146451"	"5.90e-02"	"1.935793"	"-4.369801"	"0.1044999"	"PACS2"	"phosphofurin acidic cluster sorting protein 2"
"8009255"	"0.4146451"	"5.90e-02"	"-1.935714"	"-4.369938"	"-0.1598605"	"CEP95"	"centrosomal protein 95"
"7944991"	"0.4146451"	"5.90e-02"	"-1.935687"	"-4.369985"	"-0.144454"	"STT3A"	"STT3A, catalytic subunit of the oligosaccharyltransferase complex"
"8054762"	"0.4146451"	"5.90e-02"	"-1.935683"	"-4.369992"	"-0.0990369"	"RPL23AP82///RPL23AP7"	"ribosomal protein L23a pseudogene 82///ribosomal protein L23a pseudogene 7"
"8079407"	"0.4147092"	"5.90e-02"	"1.935458"	"-4.370382"	"0.2055867"	"CCRL2"	"C-C motif chemokine receptor like 2"
"8110362"	"0.4147092"	"5.90e-02"	"1.935413"	"-4.370461"	"0.1124109"	"GRK6"	"G protein-coupled receptor kinase 6"
"8064502"	"0.4148162"	"5.91e-02"	"1.935036"	"-4.371115"	"0.1514463"	"SNRPB"	"small nuclear ribonucleoprotein polypeptides B and B1"
"8086505"	"0.4148162"	"5.91e-02"	"1.935031"	"-4.371124"	"0.1009605"	"ZDHHC3"	"zinc finger DHHC-type containing 3"
"8146159"	"0.4148162"	"5.91e-02"	"1.934895"	"-4.37136"	"0.1656688"	"AP3M2"	"adaptor related protein complex 3 mu 2 subunit"
"8143725"	"0.4148162"	"5.91e-02"	"1.934832"	"-4.37147"	"0.1258733"	"ZNF746"	"zinc finger protein 746"
"8106098"	"0.4148162"	"5.91e-02"	"1.934676"	"-4.371741"	"0.2580045"	"MAP1B"	"microtubule associated protein 1B"
"8132990"	"0.4148162"	"5.91e-02"	"1.934619"	"-4.371839"	"0.0873413"	""	""
"7977203"	"0.4148162"	"5.91e-02"	"-1.93454"	"-4.371976"	"-0.2395142"	"ASPG"	"asparaginase"
"8174737"	"0.4148162"	"5.91e-02"	"-1.934502"	"-4.372043"	"-0.1377908"	"NKAP"	"NFKB activating protein"
"7904137"	"0.4150808"	"5.92e-02"	"1.934104"	"-4.372732"	"0.1198393"	"HIPK1"	"homeodomain interacting protein kinase 1"
"8178435"	"0.4152799"	"5.92e-02"	"1.933781"	"-4.373294"	"0.4006863"	"IER3"	"immediate early response 3"
"8119627"	"0.4154556"	"5.93e-02"	"1.933484"	"-4.373809"	"0.0974299"	"PPP2R5D"	"protein phosphatase 2 regulatory subunit B'delta"
